fecha,etiquetaOriginal,ventasArs,recTransferenciaArs,sinRespaldoArs,facAContadoArs,facBContadoArs,fcCuentaCorrienteArs,ffArs,facturadoArs,comprasArs
2024-04-20,Mercredi 20,1660300,0,495600,445500,719200,0,0,1164700,844201
2024-04-19,Mardi 19,2016400,0,1184000,385000,447400,0,0,832400,149240
2024-04-18,Lundi 18,1099000,0,774400,72000,252600,0,0,324600,823617
2024-04-16,Samedi 16,694100,0,337300,0,356800,0,0,356800,286000
2024-04-15,Vendredi 15,1616100,0,991200,499000,125900,0,0,624900,531200
2024-04-14,Jeudi 14,1537600,0,692800,406600,438200,0,0,844800,37444
2024-04-13,Mercredi 13,1146700,0,866500,9000,271200,0,0,280200,387574
2024-04-12,Mardi 12,2934600,0,958500,1024500,951600,0,0,1976100,1193177
2024-04-11,Lundi 11,1111600,0,803600,67000,241000,0,0,308000,210000
2024-04-09,Samedi 9,715500,0,421000,123000,171500,0,0,294500,1504460
2024-04-08,Vendredi 8,855000,0,475000,185000,195000,0,0,380000,2367000
2024-04-06,Mercredi 6,733400,0,304400,101000,328000,786000,0,1215000,667875
2024-04-05,Mardi 5,734484,0,535100,79484,119900,78500,137879,415763,50000
2024-04-04,Lundi 4,1232350,0,847200,0,385150,0,0,385150,2317402
2024-04-01,Vendredi 1,2111300,75000,1621300,199000,216000,0,0,415000,235000
2024-03-27,Mercredi 27,816600,0,342600,247000,227000,42050,0,516050,0
2024-03-26,Lundi 26,861500,0,546800,46000,268700,0,0,314700,0
2024-03-26,Mardi 26,1394500,0,325500,447000,622000,75000,0,1144000,0
2024-03-25,Lundi 25,798100,0,472600,122800,202700,0,0,325500,0
2024-03-24,Samedi 24,736700,0,201000,318000,217700,0,0,535700,0
2024-03-22,Jeudi 22,1662400,0,867400,407500,387500,0,0,795000,481655
2024-03-21,Mercredi 21,1248200,0,864700,72500,311000,0,0,383500,75249
2024-03-20,Mardi 20,856410,0,551800,270000,34610,0,0,304610,43100
2024-03-19,Lundi  19,800950,0,505200,160000,135750,0,0,295750,135813
2024-03-17,Samedi 17,757400,0,644900,0,112500,0,0,112500,669735
2024-03-16,Vendredi 16,1751300,0,1048800,158800,543700,0,0,702500,336909
2024-03-15,Jeudi 15 ,2886600,1800000,556400,44000,486200,0,0,530200,272181
2024-03-14,Mercredi 14,1250040,0,643040,222000,385000,0,0,607000,198000
2024-03-10,Samedi 10,1018300,0,574500,118000,325800,0,0,443800,2026462
2024-03-09,Vendredi 9,1401585,0,693785,420500,287300,0,0,707800,290000
2024-03-08,Jeudi 8,1291200,250000,570500,336500,134200,0,0,470700,147955
2024-03-07,Mercredi 7,1034200,0,771400,102000,160800,0,0,262800,665687
2024-03-06,Mardi 6,771200,0,393800,71500,305900,0,82000,459400,351000
2024-03-05,Lundi 5,1026450,0,625000,226750,174700,1051084,0,1452534,537104
2024-03-03,Samedi 3,692000,0,468300,43200,180500,0,0,223700,2200000
2024-03-02,Vendredi 2,962100,0,663700,298400,0,0,0,298400,2520000
2024-03-01,Jeudi 1,1287250,0,637650,95200,554400,0,0,649600,27450
2024-02-29,Lundi 29,797850,0,488550,138800,170500,250000,0,559300,57112
2024-02-27,Samedi 27,677800,0,476300,19000,182500,0,0,201500,669735
2024-02-26,Vendredi 26,1127600,0,704000,14000,409600,0,0,423600,413880
2024-02-25,Jeudi 25,1240700,0,893300,63000,284400,0,0,347400,303750
2024-02-24,Mercredi 24,1035200,0,733600,96900,204700,0,0,301600,13400
2024-02-23,Mardi 23,1372000,0,631900,517000,223100,0,0,740100,190000
2024-02-22,Lundi 22,2550299,0,778500,1280799,491000,0,0,1771799,139800
2024-02-20,Samedi 20,726800,0,497700,0,229100,0,0,229100,1436000
2024-02-19,Vendredi 19,1118900,0,520000,367000,231900,0,0,598900,250000
2024-02-18,Jeudi 18,1262200,0,693000,200000,369200,0,0,569200,14000
2024-02-17,Mercredi 17,1130550,0,713850,44000,372700,0,0,416700,27450
2024-02-16,Mardi 16,1340100,0,814600,50000,475500,0,0,525500,1436000
2024-02-15,Lundi 15,1689620,0,778000,495520,416100,0,0,911620,30000
2024-02-13,Samedi 13,908500,0,624100,40000,244400,0,0,284400,315000
2024-02-12,Vendredi 12,1289900,0,507700,184600,597600,0,0,782200,1000000
2024-02-11,Jeudi 11,1079800,0,720000,78000,281800,0,0,359800,22000
2024-02-10,Mercredi 10,1287500,0,629100,294000,364400,0,0,658400,925000
2024-02-09,Mardi 9,1617400,0,750300,497000,370100,0,0,867100,681610
2024-02-08,Lundi 8,1312000,0,859300,149000,303700,0,0,452700,122000
2024-02-06,Samedi 6,2057500,0,1328200,356500,372800,0,0,729300,0
2024-02-05,Vendredi 5,1221600,0,644600,244600,332400,0,108000,685000,200000
2024-02-04,Jeudi 4,1204600,0,626300,141500,436800,0,0,578300,1893000
2024-02-03,Mercredi 3,1194700,0,640600,244000,310100,0,82000,636100,270000
2024-02-02,Mardi 2,1515300,0,791600,517400,206300,0,0,723700,910700
2024-01-30,Samedi 30,845500,0,545000,14000,286500,0,0,300500,0
2024-01-29,Vendredi 29,1214200,0,748400,142000,323800,0,0,465800,0
2024-01-28,Jeudi 28,830000,0,457500,62000,310500,0,0,372500,0
2024-01-27,Mercredi 27 ,710700,0,455700,83000,172000,0,0,255000,0
2024-01-26,Mardi 26,1205200,0,554800,46200,604200,0,0,650400,0
2024-01-23,Samedi 23,766500,0,514300,62000,190200,0,0,252200,0
2024-01-22,Vendredi 22,1326900,34000,943900,100000,249000,-20000,0,329000,0
2024-01-21,Jeudi 21,1371750,397500,302000,414750,257500,280000,0,952250,0
2024-01-20,Mercredi 20,1143996,0,670700,291996,181300,0,0,473296,0
2024-01-19,Mardi 19,367900,0,150100,135200,82600,117500,0,335300,0
2024-01-18,Lundi 18,428500,0,231800,41700,155000,0,0,196700,0
2024-01-16,Samedi 16,2817300,0,681500,1963100,172700,0,0,2135800,0
2024-01-15,vendredi 15,633250,0,372750,133000,127500,0,0,260500,1134000
2024-01-14,Jeudi 14,1120300,0,568300,290000,262000,0,0,552000,430000
2024-01-13,Mercredi 13,980900,0,633600,192100,155200,0,0,347300,1300000
2024-01-12,Mardi 12,1134600,0,650400,208400,275800,0,0,484200,1590000
2024-01-11,Lundi 11,1300670,0,851670,352000,97000,0,0,449000,670000
2024-01-09,Samedi 9,655300,0,364600,81700,209000,0,0,290700,2430000
2024-01-08,Vendredi 8,0,0,0,0,0,0,0,0,100000
2024-01-07,Jeudi 7,557800,0,335100,151000,71700,384000,0,606700,588000
2024-01-06,Mercredi 6,1562900,0,1235100,242600,85200,0,0,327800,24450
2024-01-05,Mardi 5,621350,0,362050,27200,232100,0,0,259300,657000
2024-01-04,Lundi 4,862700,0,657300,28000,177400,0,0,205400,658086
2024-01-01,Vendredi 1,824900,0,365700,342000,117200,0,0,459200,0
2023-12-31,Mardi 31,1425896,0,221730,1054966,149200,0,0,1204166,43500
2023-12-30,Jeudi 30,860100,0,485700,225600,148800,0,-1533000,-1158600,0
2023-12-30,Lundi 30,609100,0,405600,122500,81000,0,0,203500,653401
2023-12-29,Mercredi 29,1044800,0,715600,66000,263200,0,0,329200,0
2023-12-28,Mardi 28,1135500,0,302700,682500,150300,0,0,832800,0
2023-12-28,Samedi 28,382600,0,230600,0,152000,0,0,152000,190000
2023-12-27,Lundi 27,1005700,0,573100,151000,281600,0,0,432600,0
2023-12-27,Vendredi 27,554650,0,232300,204150,118200,0,0,322350,57000
2023-12-26,Jeudi 26,488470,0,244000,151100,93370,0,0,244470,63100
2023-12-25,Vendredi 25,635000,0,424100,0,210900,0,0,210900,0
2023-12-25,Mercredi 25,523100,0,383200,41300,98600,0,0,139900,807530
2023-12-24,Vendredi 24,884623,0,685100,124723,74800,0,0,199523,15000
2023-12-24,Mardi 24,440100,0,244500,78900,116700,0,0,195600,16500
2023-12-23,Jeudi 23,399230,0,187930,165000,46300,0,0,211300,1183380
2023-12-23,Lundi 23,545600,0,311400,64000,170200,167000,0,401200,494769
2023-12-22,Mercredi 22,536750,0,319350,50400,167000,0,0,217400,0
2023-12-21,Mardi 21,949600,0,546300,158100,245200,0,0,403300,174000
2023-12-21,Samedi 21,503250,0,295650,41100,166500,0,0,207600,62000
2023-12-20,vendredi 20,742600,0,400700,230900,111000,0,0,341900,257000
2023-12-19,Jeudi 19,761350,0,290100,181750,289500,0,0,471250,483000
2023-12-18,Samedi 18,785150,0,612650,57700,114800,0,0,172500,43000
2023-12-18,Mercredi 18,607450,0,222300,118000,267150,0,0,385150,554463
2023-12-17,Vendredi 17,-1100390,0,284950,-1475740,90400,0,0,-1385340,0
2023-12-17,Mardi 17,659000,0,506500,0,152500,0,0,152500,647037
2023-12-16,Jeudi 16,672520,0,485740,29780,157000,0,0,186780,350000
2023-12-15,Mercredi 15,449700,0,243300,93200,113200,0,0,206400,406875
2023-12-14,Mardi 14,617800,0,477100,53700,87000,0,0,140700,605919
2023-12-14,Samedi 14,509250,0,322000,45850,141400,0,0,187250,56100
2023-12-13,Lundi le 13,491700,0,275600,102800,113300,0,0,216100,0
2023-12-12,Jeudi 12,1862600,0,225000,1578100,59500,0,0,1637600,178506
2023-12-11,Samedi 11,3163500,2500000,444600,59200,159700,3499940,0,3718840,250000
2023-12-11,Mercredi 11,273075,0,91375,46900,134800,0,0,181700,47000
2023-12-10,Vendredi 10,816120,0,466370,21450,328300,0,0,349750,19000
2023-12-10,Mardi 10,376450,0,210850,70800,94800,0,0,165600,292215
2023-12-09,Jeudi 9,938500,0,258850,487750,191900,0,0,679650,36000
2023-12-09,Lundi 9,1296306,0,866100,309006,121200,0,0,430206,209910
2023-12-08,Mercredi 8,484200,0,305700,24700,153800,0,0,178500,350000
2023-12-07,Mardi 7,981200,0,770800,13000,197400,0,0,210400,148250
2023-12-07,Samedi 7,327700,0,208000,0,119700,0,0,119700,75900
2023-12-06,Lundi 6,1115041,0,694800,202841,217400,0,0,420241,17160
2023-12-06,Vendredi 6 ,768810,23610,446550,91300,207350,0,0,298650,550227
2023-12-05,Jeudi 5,478300,0,164300,128000,186000,0,0,314000,112014
2023-12-04,Samedi 4,352800,0,216000,34400,102400,0,0,136800,230000
2023-12-04,Mercredi 4,648900,0,427300,83800,137800,0,0,221600,92400
2023-12-03,Vendredi 3,501400,0,300100,0,201300,0,0,201300,189000
2023-12-03,Mardi 3,748100,0,613850,43200,91050,0,0,134250,21530
2023-12-02,Jeudi 2,2832300,0,334600,15500,2482200,0,37500,2535200,2705
2023-12-02,Lundi 2,656538,0,277500,282538,96500,7000,0,386038,72000
2023-12-01,Mercredi 1,283300,0,215500,13000,54800,0,0,67800,1119791
2023-11-30,Samedi 30,384600,0,276100,22400,86100,0,27611,136111,0
2023-11-29,Vendredi 29,1026380,0,250000,607280,169100,0,0,776380,0
2023-11-28,Jeudi 28,429650,23100,229450,61600,115500,0,0,177100,0
2023-11-27,Mercredi 27,405800,13600,260300,80000,51900,0,0,131900,0
2023-11-26,Mardi 26,694600,0,369200,202700,122700,0,0,325400,139640
2023-11-23,Samedi 23,537450,0,351350,84100,102000,0,0,186100,25600
2023-11-22,Viernes 22,512100,0,361700,9600,140800,6000,480975,637375,221000
2023-11-21,Jueves 21,512100,0,361700,9600,140800,6000,480975,637375,100000
2023-11-20,Mercredi 20,534250,103000,185450,159100,86700,0,0,245800,20000
2023-11-19,Mardi 19,364200,0,258700,15700,89800,155100,0,260600,115500
2023-11-18,Lundi 18,479500,0,271100,76800,131600,0,0,208400,453000
2023-11-16,Samedi 16,636053,0,312350,130002,193701,0,0,323703,119900
2023-11-15,Vendredi 15,0,0,0,0,0,0,0,0,50000
2023-11-14,Jeudi 14,458200,0,287700,126000,44500,0,0,170500,400000
2023-11-13,Mercredi 13,293100,0,137100,57300,98700,0,0,156000,21000
2023-11-12,Mardi 12,208050,0,97050,64000,47000,0,0,111000,20000
2023-11-11,Lundi 11,674680,0,543100,40800,90780,0,0,131580,15000
2023-11-09,Samedi 9,349910,0,219490,36220,94200,0,0,130420,40000
2023-11-08,Vendredi 8,583200,0,284200,155200,143800,0,0,299000,1212200
2023-11-07,Jueves 7,787970,0,649420,0,138550,0,0,138550,106086
2023-11-06,Mercredi 6,456000,0,166500,235400,54100,0,0,289500,256000
2023-11-05,Mardi 5 ,348150,0,144200,79850,124100,0,0,203950,127500
2023-11-04,Lundi 4,387780,0,203750,104200,79830,0,0,184030,500000
2023-11-02,Samedi 2,178350,0,134650,31900,11800,0,0,43700,362000
2023-11-01,Vendredi 1,455720,0,272170,113650,69900,0,0,183550,55000
2023-10-31,Jueves 31,602600,169000,303800,91600,38200,0,0,0,0
2023-10-30,Miércoles 30,432900,0,306700,26200,100000,0,0,126200,587000
2023-10-28,Martes 28,676000,0,594700,0,81300,0,0,81300,0
2023-10-27,Lunes 27,220660,15000,87400,3000,115260,260975,0,379235,200000
2023-10-26,miércoles 26 ,198200,0,94800,1200,102200,0,0,103400,26374
2023-10-26,Sábado 26,339420,64320,146200,68700,60200,0,60500,189400,85000
2023-10-24,Jueves 24,260840,0,177950,12000,70890,0,0,82890,205000
2023-10-23,Miércoles 23,323870,0,192670,43900,87300,0,0,131200,154638
2023-10-22,Martes 22,308280,0,204300,3400,100580,0,0,103980,55000
2023-10-19,Sábado 19,288450,0,171300,9500,107650,0,155600,272750,108000
2023-10-18,Viernes 18,527330,0,255030,118900,153400,0,19700,292000,11000
2023-10-17,Jueves 17,713557,7000,249500,440757,16300,0,0,-83690,66900
2023-10-16,Miércoles 16,411400,128000,247500,13200,22700,12320,0,48220,10700
2023-10-15,Martes 15,216500,0,136700,22100,57700,135000,0,214800,266500
2023-10-14,Lunes 14,376400,0,130600,98900,146900,0,0,245800,60000
2023-10-11,Viernes 11,405050,0,331250,34000,39800,0,59111,132911,5700
2023-10-10,Jueves 10,321530,0,231930,44600,45000,0,0,89600,47238
2023-10-09,Miércoles 9,293500,0,204300,25500,63700,0,0,89200,5300
2023-10-08,Martes 8,173450,0,110550,21200,41700,0,0,62900,128100
2023-10-07,Lunes 7,168880,0,117900,23980,27000,0,0,50980,349000
2023-10-05,sábado 5,376180,60000,230180,60000,26000,0,0,86000,100000
2023-10-04,Viernes 4,429900,0,393900,18000,18000,0,0,36000,289463
2023-10-03,Jueves 3,470350,48000,148500,253400,20450,0,0,273850,20280
2023-10-01,Martes 1,121990,0,52500,35200,34290,0,0,69490,0
2023-09-30,Viernes 30,195850,0,153650,38800,3400,0,0,42200,0
2023-09-29,Sábado 29,519300,0,391700,98200,29400,0,0,127600,0
2023-09-29,Jueves 29,327940,0,244000,51640,32300,311100,0,395040,0
2023-09-28,viernes 28,213080,59280,120700,7200,25900,108000,0,141100,0
2023-09-28,Miércoles 28,190550,0,185250,0,5300,0,37500,42800,0
2023-09-27,Jueves 27,173900,0,137650,12550,23700,47500,116150,199900,0
2023-09-27,Martes 27,217450,0,149350,52000,16100,0,0,68100,0
2023-09-26,miércoles 26 ,252030,97430,145000,0,9600,0,0,9600,0
2023-09-26,Lunes 26,98950,0,77450,2200,19300,0,0,21500,0
2023-09-25,Martes 25,143900,0,143300,600,0,0,0,600,0
2023-09-24, Lunes 24,292250,0,228550,55200,8500,0,0,63700,0
2023-09-24,Sábado 24,87300,0,54100,0,33200,0,0,33200,0
2023-09-23,Viernes 23,87150,0,46250,4050,36850,0,0,40900,0
2023-09-22,Sábado 22,108030,0,73830,0,34200,0,0,34200,0
2023-09-22,Jueves 22,57500,0,29100,0,28400,0,0,28400,0
2023-09-21,Viernes 21,192050,79800,71850,18000,22400,0,279340,319740,0
2023-09-21,Miércoles 21,412400,0,390900,0,21500,0,0,21500,104000
2023-09-20,Jueves 20,129600,0,102000,3800,23800,0,0,27600,0
2023-09-19,Miercoles 19,114620,0,63520,41400,9700,0,0,51100,0
2023-09-19,Lunes 19,0,0,0,0,0,0,0,0,76500
2023-09-18,Martes 18,162750,0,76650,15600,70500,0,0,86100,0
2023-09-17,Lunes 17,229520,0,155870,0,73650,0,0,73650,0
2023-09-17,Sábado 17,39350,0,23550,15800,0,0,0,15800,10555
2023-09-16,Viernes 16,121130,0,100530,9600,11000,0,0,20600,8300
2023-09-15,Sábado 15,69150,0,43650,0,25500,0,0,25500,106088
2023-09-15,Jueves 15,190800,78500,49350,29600,33350,0,0,62950,46050
2023-09-14,Viernes 14,137000,0,111400,8700,16900,0,0,25600,66000
2023-09-14,Miércoles 14,395050,0,339550,12400,43100,0,0,55500,92202
2023-09-13,Jueves 13,150800,0,139100,4500,7200,0,0,11700,169086
2023-09-13,Martes 13,508988,109800,382678,0,16510,0,0,16510,30000
2023-09-12,Miércoles 12,273800,0,51100,171900,50800,0,0,222700,358000
2023-09-12,Lunes 12,96410,0,81610,0,14800,0,0,14800,49000
2023-09-10,Lunes 10,277900,0,251300,0,26600,0,0,26600,20000
2023-09-10,Sábado 10,87800,0,52300,25700,9800,0,0,250000,250780
2023-09-09,Viernes 9,205550,0,146350,24200,35000,0,0,59200,13246
2023-09-08,Sábado 8,133600,0,114000,0,19600,0,0,19600,74000
2023-09-08,Jueves 8,211300,0,97300,96400,17600,0,0,114000,73946
2023-09-07,Viernes 7,101700,0,70900,15300,15500,0,0,30800,10200
2023-09-07,Miércoles 7,325500,0,71500,233000,21000,59280,0,313280,160000
2023-09-06,Jueves 6,213550,0,194550,11000,8000,0,0,19000,280930
2023-09-06,Martes 6,478892,0,317400,125390,36102,13200,0,174692,50000
2023-09-05,miércoles 5,147500,4800,101500,30400,10800,0,0,41200,75000
2023-09-05,Lunes 5,89700,0,71450,0,18250,2400,0,20650,197877
2023-09-04,martes 4,426100,311100,50500,32000,32500,79800,204505,348805,485732
2023-09-03,Lunes 3,96700,0,73900,0,22800,0,0,22800,4483
2023-09-03,Sábado 3,373400,79350,280350,0,13700,0,0,13700,467000
2023-09-02,Viernes 2,294180,0,75800,106000,112380,0,0,218380,0
2023-09-01,Sábado 1,55100,0,27400,0,27700,0,0,27700,0
2023-08-31,Miércoles 31,133500,0,78000,19900,35600,107400,0,162900,0
2023-08-30,Martes 30,149950,0,93550,21000,35400,0,0,56400,0
2023-08-29, Sábado 29,173650,0,123600,28250,21800,139890,0,189940,0
2023-08-29, Lunes 29,278450,57500,183050,28400,9500,15000,0,52900,0
2023-08-24, MIércoles 24,338880,0,282500,36800,19580,0,0,56380,0
2023-08-23, martes 23,191350,0,126450,35400,29500,0,0,64900,0
2023-08-22, Lunes 22,73400,0,73400,0,0,0,0,0,0
2023-08-20,Sábado 20,149280,0,135650,0,13630,0,0,13630,0
2023-08-19,Viernes 19,180400,46000,85300,21600,27500,14300,0,63400,0
2023-08-18,Jueves 18,191650,0,138150,21300,32200,0,0,53500,0
2023-08-17,Miércoles 17,115400,0,73500,14100,27800,0,0,41900,0
2023-08-16, Martes 16,235250,0,177850,17500,39900,79350,0,136750,0
2023-08-15,Lunes 15,146500,0,90200,20800,35500,0,0,56300,0
2023-08-13,Sábado13,351750,0,198450,138400,14900,0,0,153300,0
2023-08-12,Viernes 12,375600,0,299800,57250,18550,0,0,75800,0
2023-08-11,Jueves 11,163050,0,108750,9800,44500,0,0,54300,0
2023-08-10,miércoles 10,127150,0,85150,1600,40400,0,0,42000,0
2023-08-09,Martes 9,175150,0,125750,9200,40200,46000,0,95400,0
2023-08-08,Lunes 8,336050,0,175950,56000,104100,0,0,160100,0
2023-08-06,Sábado 6,79700,0,60700,0,19000,0,0,19000,0
2023-08-05,Viernes 5 ,218650,0,178150,0,40500,0,0,40500,0
2023-08-04,Jueves 4,262000,0,190550,40900,30550,0,0,71450,0
2023-08-03,Miercoles 3 ,139190,0,124990,5900,8300,0,0,14200,0
2023-08-02,Martes 2,172500,0,112850,13000,46650,0,0,59650,0
2023-07-29,Sábado 29 ,165000,0,90400,6000,68600,0,0,74600,0
2023-07-28,Viernes 28,584260,246080,80300,223580,34300,246080,0,503960,0
2023-07-27,Jueves 27,234080,24500,137180,0,72400,0,0,72400,0
2023-07-26, Miércoles 26,476272,0,116470,266202,93600,0,0,359802,0
2023-07-25,Martes 25,522000,0,119300,195300,207400,0,0,402700,0
2023-07-24, lunes 24,175600,0,93500,46200,35900,0,0,82100,0
2023-07-22,sábado 22,215000,0,189200,0,25800,0,0,25800,0
2023-07-21,Viernes 21,233600,0,199900,18900,14800,0,0,33700,0
2023-07-20,Jueves 20,119950,0,55350,32700,31900,0,0,64600,0
2023-07-19,Miércoles 19,391070,83600,240600,38300,28570,0,0,66870,0
2023-07-18, Martes 18,151050,0,92750,0,58300,0,0,58300,0
2023-07-17, Lunes 17,233850,0,117650,99000,17200,0,0,116200,0
2023-07-15,Sábado15,221000,0,207150,1400,12450,0,0,13850,0
2023-07-14,Viernes 14,422500,246000,106700,51750,18050,0,0,69800,0
2023-07-13,Jueves 13 ,307400,0,287700,18800,900,0,0,19700,0
2023-07-12,Miércoles 12,389800,0,96300,153100,140400,0,0,293500,0
2023-07-11,martes 11,430050,0,237150,51050,141850,108100,0,301000,0
2023-07-10, Lunes 10,295289,0,194300,76889,24100,246000,0,346989,0
2023-07-06,Jueves 6,252200,0,74600,154000,23600,0,0,177600,0
2023-07-05,Miércoles 5,422250,0,229350,71400,121500,0,0,192900,0
2023-07-04,Martes 4,226900,0,54500,156800,15600,0,0,172400,0
2023-07-03,lunes 3,259800,0,203900,8200,47700,0,0,55900,0
2023-07-01,Sábado 1,147150,59550,67400,2300,17900,59550,0,79750,0
2023-06-30,Jueves 30,221290,0,166190,10000,45100,0,0,55100,0
2023-06-30,Jueves 30,70290,3600,50340,800,15550,24750,0,41100,0
2023-06-29,Miércoles 29,696200,48300,340200,283300,24400,102900,0,410600,0
2023-06-29,Miércoles 29,56539,6260,35530,10459,4290,5730,0,20479,0
2023-06-28, Martes 28,161500,0,96600,0,64900,0,0,64900,0
2023-06-28,Martes 28,75060,4500,57800,5360,7400,0,0,12760,0
2023-06-27, Lunes 27,232270,51220,143990,0,37060,0,0,37060,0
2023-06-27,Lunes 27,130700,800,84450,42850,2600,0,0,45450,0
2023-06-25, Sábado 25,88100,0,62800,0,25300,0,0,25300,0
2023-06-25,Sábado 25,61940,12100,23810,8300,17730,0,0,26030,0
2023-06-24,Viernes 24 ,74990,14000,47950,2850,10190,0,0,13040,0
2023-06-23,Jueves 23,280650,0,167450,46200,67000,0,0,140000,0
2023-06-22,Miércoles 22,560477,0,390940,142237,27300,0,0,169537,0
2023-06-21,Martes 21,366250,74000,240050,2400,49800,51220,0,103420,0
2023-06-20, Lunes 20,416700,0,286000,42800,87900,0,0,130700,0
2023-06-18,Sabado 18,132550,0,73350,38000,21200,0,0,59200,0
2023-06-17, Viernes 17,310100,0,208500,38300,63300,0,0,101600,0
2023-06-16,Jueves 16,356850,0,210850,117800,28200,0,0,146000,0
2023-06-15,Miércoles 15,390250,0,285550,80800,23900,0,0,104700,0
2023-06-14, Martes 14,167630,0,147730,9200,10700,0,0,19900,0
2023-06-13, Lunes 13,272280,0,150280,60600,61400,0,0,122000,0
2023-06-11,Sábado 11,157350,0,119450,2000,35900,0,0,37900,0
2023-06-10,viernes 10,185200,0,143400,7400,34400,0,0,41800,0
2023-06-09, jueves 9,249940,0,204990,1800,43150,0,0,44950,0
2023-06-08,Miércoles 8,241300,0,189600,41400,10300,32300,0,84000,0
2023-06-07, Martes 7,187400,0,100000,17400,70000,0,0,87400,0
2023-06-06,Lunes 6,182400,0,119400,4300,58700,0,0,63000,0
2023-06-04,Sábado 4,455000,0,367600,42100,45300,0,0,87400,0
2023-06-03,Viernes 3,168700,0,110100,27100,31500,0,0,58600,0
2023-06-02,Jueves 2,173990,8400,129190,8000,28400,0,0,36400,0
2023-06-01,Miércoles 1=,248800,0,157100,38100,53600,0,0,91700,0
2023-05-30,sábado 30,20980,1750,17480,0,1750,0,0,1750,0
2023-05-29,viernes 29,40100,5505,27400,1690,5505,5510,0,12705,0
2023-05-28,jueves 28,45218,8190,27138,3790,6100,0,0,9890,70.25
2023-05-26,martes 26,82161,4120,62241,11080,4720,0,0,15800,70.25
2023-05-23,sábado 23,26900,2800,21300,2500,300,0,0,2800,70.25
2023-05-22,viernes 22,45680,2440,32460,5560,5220,0,0,10780,70.25
2023-05-21,jueves 21,37690,2800,30300,0,4590,0,0,4590,70
2023-05-19,martes 19,30100,1350,21900,1940,4910,0,0,6850,70
2023-05-18,Lunes - 18,51850,7480,25430,7740,11200,0,0,18940,70
2023-05-16,sábado - 16,55300,7380,37840,6300,3780,0,0,10080,70
2023-05-15,viernes - 15 ,107410,43790,42850,14960,5810,1320,0,22090,69.75
2023-05-14,jueves - 14,38680,8800,23880,1050,4950,0,0,6000,69.75
2023-05-12,martes -12,93257,9550,55054,6203,22450,0,0,28653,69.75
2023-05-11,lunes- 11,159960,32880,107000,6950,13130,3190,0,23270,0
2023-05-09,Sábado -  9,12350,1050,10200,450,650,0,0,1100,0
2023-05-07,Mayo - jueves 7,30760,1250,20490,3050,5970,6680,0,15700,0
2023-05-05,Mayo - Martes 5,39750,5140,10070,22350,2190,13700,0,38240,68.75
2023-05-04,Mayo - lunes   4,42480,2700,32000,4280,3500,21000,0,28780,0
2023-05-02,Mayo 2 sábado,33310,5600,17710,7950,2050,0,0,10000,0
2023-04-30,miércoles 30,37990,14450,18910,1820,2810,0,0,4630,0
2023-04-29,lunes 29 ,31630,700,30160,0,770,900,0,1670,0
2023-04-27,sábado 27,63322,53372,9500,0,450,0,0,450,0
2023-04-26,viernes 26,36440,3000,21940,9300,2200,0,0,11500,0
2023-04-25,jueves 25,63520,20150,23220,19750,400,1752,0,21902,0
2023-04-24,miércoles 24,57910,2500,43560,10450,1400,0,0,11850,0
2023-04-23,martes 23,116513,23800,61620,27313,3780,0,0,31093,0
2023-04-22,lunes 22,52090,14420,11030,21220,5420,51170,0,77810,0
2023-04-20,sábado 20,14140,2900,9390,1850,0,0,0,1850,0
2023-04-19,viernes 19,29130,4200,20450,1620,2860,16825,0,21305,72.5
2023-04-18,jueves 18,41960,1480,38580,420,1480,10650,0,12550,72.25
2023-04-17,miercoles 17,60950,20090,35770,0,5090,0,0,5090,72.25
2023-04-16,martes 16,0,0,0,0,0,0,0,0,72.25
2023-04-14,Martes 14,54410,3600,44960,5250,600,4087,0,9937,0
2023-04-13,sábado 13,46760,3960,38840,0,3960,0,0,3960,0
2023-04-12,viernes 12,70135,19860,21550,17585,11140,12285,0,41010,0
2023-04-11,jueves 11,95740,14640,28970,47130,5000,0,0,52130,0
2023-04-08,lunes 8,31270,2150,20670,6300,2150,0,0,8450,71.25
2023-04-08,Miercoles 8,69190,2250,58090,7950,900,7360,0,16210,0
2023-04-07,Martes 7,38860,10220,24320,1600,2720,0,0,4320,0
2023-04-06,sábado 6,28840,0,24380,4460,0,0,0,4460,70.75
2023-04-06,lunes 6,33330,9620,11690,9620,2400,0,0,12020,0
2023-04-05,viernes 5,36620,1300,28930,0,6390,32036,0,38426,70.75
2023-04-04,jueves 4,12780,0,12380,400,0,0,0,400,0
2023-04-04,sábado 4,17260,3000,9360,1900,3000,0,0,4900,0
2023-04-03,viernes 3,28610,1600,25410,0,1600,0,0,1600,0
2023-04-02,martes 2,95900,20340,39220,34800,1540,14100,0,50440,0
2023-04-02,jueves 2,119655,73655,35200,5900,4900,0,0,10800,0
2023-04-01,lunes 1,22820,960,20900,0,960,6100,0,7060,0
2023-04-01,miercoles 1,34730,4600,19750,4580,5800,56155,0,66535,0
2023-03-29,Sábado 29,33820,0,18780,7240,7800,0,0,15040,0
2023-03-28,Viernes 28,72090,0,45120,21220,5750,4700,0,31670,0
2023-03-27,Jueves 27,63920,0,46580,14940,2400,0,0,17340,0
2023-03-26,miercoles 26,71920,0,53530,13480,4910,2100,0,20490,0
2023-03-25,martes 25 ,62930,0,34750,25030,3150,7400,0,35580,0
